haploblock_id	chrom	start	end	n_snps	n_clusters	hash_length	cluster_diff_score
chr2_26608935_26671349	chr2	26608935	26671349			20	
chr2_26671349_26712488	chr2	26671349	26712488			20	
chr2_26712488_26918647	chr2	26712488	26918647			20	
chr2_26918647_27125161	chr2	26918647	27125161			20	
chr2_27125161_27163808	chr2	27125161	27163808			20	
chr2_27163808_27324380	chr2	27163808	27324380			20	
chr2_27324380_27518370	chr2	27324380	27518370			20	
chr2_27518370_27729539	chr2	27518370	27729539			20	
chr2_27729539_27846846	chr2	27729539	27846846			20	
chr2_27846846_28073086	chr2	27846846	28073086			20	
chr2_28073086_28106446	chr2	28073086	28106446			20	
chr2_28106446_28198606	chr2	28106446	28198606			20	
chr2_28198606_28317010	chr2	28198606	28317010			20	
chr2_28317010_28377136	chr2	28317010	28377136			20	
chr2_28377136_28423707	chr2	28377136	28423707			20	
chr2_28423707_28449245	chr2	28423707	28449245			20	
chr2_28449245_28478252	chr2	28449245	28478252			20	
chr2_28478252_28515734	chr2	28478252	28515734			20	
chr2_28515734_28535560	chr2	28515734	28535560			20	
chr2_28535560_28567121	chr2	28535560	28567121			20	
chr2_28567121_28576908	chr2	28567121	28576908			20	
chr2_28576908_28596736	chr2	28576908	28596736			20	
chr2_28596736_28680862	chr2	28596736	28680862			20	
chr2_28680862_28977572	chr2	28680862	28977572			20	
chr2_28977572_29029553	chr2	28977572	29029553			20	
chr2_29029553_29062344	chr2	29029553	29062344			20	
chr2_29062344_29075769	chr2	29062344	29075769			20	
chr2_29075769_29142717	chr2	29075769	29142717			20	
chr2_29142717_29188986	chr2	29142717	29188986			20	
chr2_29188986_29232901	chr2	29188986	29232901			20	
chr2_29232901_29261235	chr2	29232901	29261235			20	
chr2_29261235_29304373	chr2	29261235	29304373			20	
chr2_29304373_29324660	chr2	29304373	29324660			20	
chr2_29324660_29364622	chr2	29324660	29364622			20	
chr2_29364622_29402163	chr2	29364622	29402163			20	
chr2_29402163_29436859	chr2	29402163	29436859			20	
chr2_29436859_29462687	chr2	29436859	29462687			20	
chr2_29462687_29517492	chr2	29462687	29517492			20	
chr2_29517492_29585334	chr2	29517492	29585334			20	
chr2_29585334_29766337	chr2	29585334	29766337			20	
chr2_29766337_29800507	chr2	29766337	29800507			20	
chr2_29800507_29818878	chr2	29800507	29818878			20	
chr2_29818878_29852371	chr2	29818878	29852371			20	
chr2_29852371_29911597	chr2	29852371	29911597			20	
chr2_29911597_29988125	chr2	29911597	29988125			20	
chr2_29988125_30039676	chr2	29988125	30039676			20	
chr2_30039676_30081648	chr2	30039676	30081648			20	
chr2_30081648_30203285	chr2	30081648	30203285			20	
chr2_30203285_30240113	chr2	30203285	30240113			20	
chr2_30240113_30307037	chr2	30240113	30307037			20	
chr2_30307037_30338210	chr2	30307037	30338210			20	
chr2_30338210_30376942	chr2	30338210	30376942			20	
chr2_30376942_30412062	chr2	30376942	30412062			20	
chr2_30412062_30657421	chr2	30412062	30657421			20	
chr2_30657421_30687983	chr2	30657421	30687983			20	
chr2_30687983_30739567	chr2	30687983	30739567			20	
chr2_30739567_30760221	chr2	30739567	30760221			20	
chr2_30760221_30788058	chr2	30760221	30788058			20	
chr2_30788058_30889434	chr2	30788058	30889434			20	
chr2_30889434_30930548	chr2	30889434	30930548			20	
chr2_30930548_30988167	chr2	30930548	30988167			20	
chr2_30988167_31018274	chr2	30988167	31018274			20	
chr2_31018274_31058367	chr2	31018274	31058367			20	
chr2_31058367_31129790	chr2	31058367	31129790			20	
chr2_31129790_31192211	chr2	31129790	31192211			20	
chr2_31192211_31231295	chr2	31192211	31231295			20	
chr2_31231295_31267850	chr2	31231295	31267850			20	
chr2_31267850_31309550	chr2	31267850	31309550			20	
chr2_31309550_31327021	chr2	31309550	31327021			20	
chr2_31327021_31345495	chr2	31327021	31345495			20	
chr2_31345495_31374264	chr2	31345495	31374264			20	
chr2_31374264_31400065	chr2	31374264	31400065			20	
chr2_31400065_31513149	chr2	31400065	31513149			20	
chr2_31513149_31895334	chr2	31513149	31895334			20	
chr2_31895334_32270402	chr2	31895334	32270402			20	
chr2_32270402_32635960	chr2	32270402	32635960			20	
chr2_32635960_32729535	chr2	32635960	32729535			20	
chr2_32729535_32841585	chr2	32729535	32841585			20	
chr2_32841585_32902719	chr2	32841585	32902719			20	
chr2_32902719_32972787	chr2	32902719	32972787			20	
chr2_32972787_33109812	chr2	32972787	33109812			20	
chr2_33109812_33138292	chr2	33109812	33138292			20	
chr2_33138292_33241416	chr2	33138292	33241416			20	
chr2_33241416_33344095	chr2	33241416	33344095			20	
chr2_33344095_33395003	chr2	33344095	33395003			20	
chr2_33395003_33410337	chr2	33395003	33410337			20	
chr2_33410337_33442871	chr2	33410337	33442871			20	
chr2_33442871_33479056	chr2	33442871	33479056			20	
chr2_33479056_33507573	chr2	33479056	33507573			20	
chr2_33507573_33519891	chr2	33507573	33519891			20	
chr2_33519891_33563089	chr2	33519891	33563089			20	
chr2_33563089_33606061	chr2	33563089	33606061			20	
chr2_33606061_33682304	chr2	33606061	33682304			20	
chr2_33682304_33710593	chr2	33682304	33710593			20	
chr2_33710593_33753230	chr2	33710593	33753230			20	
chr2_33753230_33772005	chr2	33753230	33772005			20	
chr2_33772005_33792380	chr2	33772005	33792380			20	
chr2_33792380_33802025	chr2	33792380	33802025			20	
chr2_33802025_33811613	chr2	33802025	33811613			20	
chr2_33811613_33843325	chr2	33811613	33843325			20	
chr2_33843325_33871833	chr2	33843325	33871833			20	
chr2_33871833_33894091	chr2	33871833	33894091			20	
chr2_33894091_33974667	chr2	33894091	33974667			20	
chr2_33974667_34013041	chr2	33974667	34013041			20	
chr2_34013041_34056310	chr2	34013041	34056310			20	
chr2_34056310_34088648	chr2	34056310	34088648			20	
chr2_34088648_34108438	chr2	34088648	34108438			20	
chr2_34108438_34161679	chr2	34108438	34161679			20	
chr2_34161679_34272656	chr2	34161679	34272656			20	
chr2_34272656_34312578	chr2	34272656	34312578			20	
chr2_34312578_34370606	chr2	34312578	34370606			20	
chr2_34370606_34425808	chr2	34370606	34425808			20	
chr2_34425808_34538574	chr2	34425808	34538574			20	
chr2_34538574_34590261	chr2	34538574	34590261			20	
chr2_34590261_34664244	chr2	34590261	34664244			20	
chr2_34664244_34721727	chr2	34664244	34721727			20	
chr2_34721727_34752410	chr2	34721727	34752410			20	
chr2_34752410_34780315	chr2	34752410	34780315			20	
chr2_34780315_34870054	chr2	34780315	34870054			20	
chr2_34870054_34904806	chr2	34870054	34904806			20	
chr2_34904806_34972335	chr2	34904806	34972335			20	
chr2_34972335_35119415	chr2	34972335	35119415			20	
chr2_35119415_35385628	chr2	35119415	35385628			20	
chr2_35385628_35433811	chr2	35385628	35433811			20	
chr2_35433811_35516874	chr2	35433811	35516874			20	
chr2_35516874_35628046	chr2	35516874	35628046			20	
chr2_35628046_35682271	chr2	35628046	35682271			20	
chr2_35682271_35773495	chr2	35682271	35773495			20	
chr2_35773495_35812763	chr2	35773495	35812763			20	
chr2_35812763_35858498	chr2	35812763	35858498			20	
chr2_35858498_35897169	chr2	35858498	35897169			20	
chr2_35897169_35931462	chr2	35897169	35931462			20	
chr2_35931462_35954189	chr2	35931462	35954189			20	
chr2_35954189_36018387	chr2	35954189	36018387			20	
chr2_36018387_36046688	chr2	36018387	36046688			20	
chr2_36046688_36139437	chr2	36046688	36139437			20	
chr2_36139437_36197084	chr2	36139437	36197084			20	
chr2_36197084_36240137	chr2	36197084	36240137			20	
chr2_36240137_36294834	chr2	36240137	36294834			20	
chr2_36294834_36335830	chr2	36294834	36335830			20	
chr2_36335830_36380752	chr2	36335830	36380752			20	
chr2_36380752_36457454	chr2	36380752	36457454			20	
chr2_36457454_36593077	chr2	36457454	36593077			20	
chr2_36593077_36611457	chr2	36593077	36611457			20	
chr2_36611457_36641919	chr2	36611457	36641919			20	
chr2_36641919_36674913	chr2	36641919	36674913			20	
chr2_36674913_36708263	chr2	36674913	36708263			20	
chr2_36708263_36739685	chr2	36708263	36739685			20	
chr2_36739685_36777836	chr2	36739685	36777836			20	
chr2_36777836_36820598	chr2	36777836	36820598			20	
chr2_36820598_36965464	chr2	36820598	36965464			20	
chr2_36965464_37053428	chr2	36965464	37053428			20	
chr2_37053428_37146567	chr2	37053428	37146567			20	
chr2_37146567_37227075	chr2	37146567	37227075			20	
chr2_37227075_37376658	chr2	37227075	37376658			20	
chr2_37376658_37450706	chr2	37376658	37450706			20	
chr2_37450706_37480288	chr2	37450706	37480288			20	
chr2_37480288_37521224	chr2	37480288	37521224			20	
chr2_37521224_37591307	chr2	37521224	37591307			20	
chr2_37591307_37638384	chr2	37591307	37638384			20	
chr2_37638384_37676227	chr2	37638384	37676227			20	
chr2_37676227_37693566	chr2	37676227	37693566			20	
chr2_37693566_37766161	chr2	37693566	37766161			20	
chr2_37766161_37781519	chr2	37766161	37781519			20	
chr2_37781519_37798883	chr2	37781519	37798883			20	
chr2_37798883_37825861	chr2	37798883	37825861			20	
chr2_37825861_37839573	chr2	37825861	37839573			20	
chr2_37839573_37905173	chr2	37839573	37905173			20	
chr2_37905173_38029812	chr2	37905173	38029812			20	
chr2_38029812_38084257	chr2	38029812	38084257			20	
chr2_38084257_38163169	chr2	38084257	38163169			20	
chr2_38163169_38174338	chr2	38163169	38174338			20	
chr2_38174338_38214841	chr2	38174338	38214841			20	
chr2_38214841_38284239	chr2	38214841	38284239			20	
chr2_38284239_38427363	chr2	38284239	38427363			20	
chr2_38427363_38505460	chr2	38427363	38505460			20	
chr2_38505460_38601695	chr2	38505460	38601695			20	
chr2_38601695_38657109	chr2	38601695	38657109			20	
chr2_38657109_38711000	chr2	38657109	38711000			20	
chr2_38711000_38835734	chr2	38711000	38835734			20	
chr2_38835734_38936875	chr2	38835734	38936875			20	
chr2_38936875_39139427	chr2	38936875	39139427			20	
chr2_39139427_39244783	chr2	39139427	39244783			20	
chr2_39244783_39535841	chr2	39244783	39535841			20	
chr2_39535841_39591058	chr2	39535841	39591058			20	
chr2_39591058_39636070	chr2	39591058	39636070			20	
chr2_39636070_39698260	chr2	39636070	39698260			20	
chr2_39698260_39853159	chr2	39698260	39853159			20	
chr2_39853159_39884633	chr2	39853159	39884633			20	
chr2_39884633_39931223	chr2	39884633	39931223			20	
chr2_39931223_40054824	chr2	39931223	40054824			20	
chr2_40054824_40103830	chr2	40054824	40103830			20	
chr2_40103830_40161217	chr2	40103830	40161217			20	
chr2_40161217_40259453	chr2	40161217	40259453			20	
chr2_40259453_40281477	chr2	40259453	40281477			20	
chr2_40281477_40341653	chr2	40281477	40341653			20	
chr2_40341653_40399196	chr2	40341653	40399196			20	
chr2_40399196_40450402	chr2	40399196	40450402			20	
chr2_40450402_40488588	chr2	40450402	40488588			20	
chr2_40488588_40556161	chr2	40488588	40556161			20	
chr2_40556161_40598822	chr2	40556161	40598822			20	
chr2_40598822_40769073	chr2	40598822	40769073			20	
chr2_40769073_40847268	chr2	40769073	40847268			20	
chr2_40847268_40972240	chr2	40847268	40972240			20	
chr2_40972240_41071870	chr2	40972240	41071870			20	
chr2_41071870_41156577	chr2	41071870	41156577			20	
chr2_41156577_41299740	chr2	41156577	41299740			20	
chr2_41299740_41579432	chr2	41299740	41579432			20	
chr2_41579432_41734754	chr2	41579432	41734754			20	
chr2_41734754_41777897	chr2	41734754	41777897			20	
chr2_41777897_41861667	chr2	41777897	41861667			20	
chr2_41861667_41878449	chr2	41861667	41878449			20	
chr2_41878449_41903600	chr2	41878449	41903600			20	
chr2_41903600_41914412	chr2	41903600	41914412			20	
chr2_41914412_41949126	chr2	41914412	41949126			20	
chr2_41949126_41988762	chr2	41949126	41988762			20	
chr2_41988762_42019009	chr2	41988762	42019009			20	
chr2_42019009_42045951	chr2	42019009	42045951			20	
chr2_42045951_42079424	chr2	42045951	42079424			20	
chr2_42079424_42110365	chr2	42079424	42110365			20	
chr2_42110365_42143165	chr2	42110365	42143165			20	
chr2_42143165_42463738	chr2	42143165	42463738			20	
chr2_42463738_42565930	chr2	42463738	42565930			20	
chr2_42565930_42768700	chr2	42565930	42768700			20	
chr2_42768700_42810532	chr2	42768700	42810532			20	
chr2_42810532_42834506	chr2	42810532	42834506			20	
chr2_42834506_42874330	chr2	42834506	42874330			20	
chr2_42874330_42926632	chr2	42874330	42926632			20	
chr2_42926632_42970081	chr2	42926632	42970081			20	
chr2_42970081_43019934	chr2	42970081	43019934			20	
chr2_43019934_43039872	chr2	43019934	43039872			20	
chr2_43039872_43068079	chr2	43039872	43068079			20	
chr2_43068079_43085972	chr2	43068079	43085972			20	
chr2_43085972_43098432	chr2	43085972	43098432			20	
chr2_43098432_43134250	chr2	43098432	43134250			20	
chr2_43134250_43185987	chr2	43134250	43185987			20	
chr2_43185987_43221340	chr2	43185987	43221340			20	
chr2_43221340_43332473	chr2	43221340	43332473			20	
chr2_43332473_43624291	chr2	43332473	43624291			20	
chr2_43624291_43708597	chr2	43624291	43708597			20	
chr2_43708597_43821981	chr2	43708597	43821981			20	
chr2_43821981_43874572	chr2	43821981	43874572			20	
chr2_43874572_44005565	chr2	43874572	44005565			20	
chr2_44005565_44047088	chr2	44005565	44047088			20	
chr2_44047088_44084441	chr2	44047088	44084441			20	
chr2_44084441_44099784	chr2	44084441	44099784			20	
chr2_44099784_44132210	chr2	44099784	44132210			20	
chr2_44132210_44154232	chr2	44132210	44154232			20	
chr2_44154232_44281696	chr2	44154232	44281696			20	
chr2_44281696_44511580	chr2	44281696	44511580			20	
chr2_44511580_44667003	chr2	44511580	44667003			20	
chr2_44667003_44833517	chr2	44667003	44833517			20	
chr2_44833517_44855856	chr2	44833517	44855856			20	
chr2_44855856_44883915	chr2	44855856	44883915			20	
chr2_44883915_44927550	chr2	44883915	44927550			20	
chr2_44927550_44951354	chr2	44927550	44951354			20	
chr2_44951354_44969662	chr2	44951354	44969662			20	
chr2_44969662_45027009	chr2	44969662	45027009			20	
chr2_45027009_45057026	chr2	45027009	45057026			20	
chr2_45057026_45092997	chr2	45057026	45092997			20	
chr2_45092997_45151666	chr2	45092997	45151666			20	
chr2_45151666_45181234	chr2	45151666	45181234			20	
chr2_45181234_45196419	chr2	45181234	45196419			20	
chr2_45196419_45223394	chr2	45196419	45223394			20	
chr2_45223394_45255673	chr2	45223394	45255673			20	
chr2_45255673_45287981	chr2	45255673	45287981			20	
chr2_45287981_45312057	chr2	45287981	45312057			20	
chr2_45312057_45335675	chr2	45312057	45335675			20	
chr2_45335675_45633829	chr2	45335675	45633829			20	
chr2_45633829_45660413	chr2	45633829	45660413			20	
chr2_45660413_45682386	chr2	45660413	45682386			20	
chr2_45682386_45730630	chr2	45682386	45730630			20	
chr2_45730630_45743605	chr2	45730630	45743605			20	
chr2_45743605_45761271	chr2	45743605	45761271			20	
chr2_45761271_45788712	chr2	45761271	45788712			20	
chr2_45788712_45817500	chr2	45788712	45817500			20	
chr2_45817500_45822710	chr2	45817500	45822710			20	
chr2_45822710_45850780	chr2	45822710	45850780			20	
chr2_45850780_45871469	chr2	45850780	45871469			20	
chr2_45871469_45938468	chr2	45871469	45938468			20	
chr2_45938468_45961690	chr2	45938468	45961690			20	
chr2_45961690_46015835	chr2	45961690	46015835			20	
chr2_46015835_46070211	chr2	46015835	46070211			20	
chr2_46070211_46084821	chr2	46070211	46084821			20	
chr2_46084821_46121739	chr2	46084821	46121739			20	
chr2_46121739_46151477	chr2	46121739	46151477			20	
chr2_46151477_46182273	chr2	46151477	46182273			20	
chr2_46182273_46233508	chr2	46182273	46233508			20	
chr2_46233508_46242970	chr2	46233508	46242970			20	
chr2_46242970_46256087	chr2	46242970	46256087			20	
chr2_46256087_46271975	chr2	46256087	46271975			20	
chr2_46271975_46321211	chr2	46271975	46321211			20	
chr2_46321211_46343569	chr2	46321211	46343569			20	
chr2_46343569_46363317	chr2	46343569	46363317			20	
chr2_46363317_46407506	chr2	46363317	46407506			20	
chr2_46407506_46524406	chr2	46407506	46524406			20	
chr2_46524406_46592676	chr2	46524406	46592676			20	
chr2_46592676_46655530	chr2	46592676	46655530			20	
chr2_46655530_46683869	chr2	46655530	46683869			20	
chr2_46683869_46777070	chr2	46683869	46777070			20	
chr2_46777070_46826942	chr2	46777070	46826942			20	
chr2_46826942_46850363	chr2	46826942	46850363			20	
chr2_46850363_46873377	chr2	46850363	46873377			20	
chr2_46873377_46894658	chr2	46873377	46894658			20	
chr2_46894658_46955524	chr2	46894658	46955524			20	
chr2_46955524_47023680	chr2	46955524	47023680			20	
chr2_47023680_47056363	chr2	47023680	47056363			20	
chr2_47056363_47089601	chr2	47056363	47089601			20	
chr2_47089601_47097000	chr2	47089601	47097000			20	
chr2_47097000_47148702	chr2	47097000	47148702			20	
chr2_47148702_47206754	chr2	47148702	47206754			20	
chr2_47206754_47234114	chr2	47206754	47234114			20	
chr2_47234114_47293448	chr2	47234114	47293448			20	
chr2_47293448_47324731	chr2	47293448	47324731			20	
chr2_47324731_47343700	chr2	47324731	47343700			20	
chr2_47343700_47385739	chr2	47343700	47385739			20	
chr2_47385739_47552062	chr2	47385739	47552062			20	
chr2_47552062_47580354	chr2	47552062	47580354			20	
chr2_47580354_47621897	chr2	47580354	47621897			20	
chr2_47621897_47658273	chr2	47621897	47658273			20	
chr2_47658273_47683518	chr2	47658273	47683518			20	
chr2_47683518_47704911	chr2	47683518	47704911			20	
chr2_47704911_47752498	chr2	47704911	47752498			20	
chr2_47752498_47982387	chr2	47752498	47982387			20	
chr2_47982387_48196759	chr2	47982387	48196759			20	
chr2_48196759_48422566	chr2	48196759	48422566			20	
chr2_48422566_48534612	chr2	48422566	48534612			20	
chr2_48534612_48551084	chr2	48534612	48551084			20	
chr2_48551084_48587178	chr2	48551084	48587178			20	
chr2_48587178_48607348	chr2	48587178	48607348			20	
chr2_48607348_48697737	chr2	48607348	48697737			20	
chr2_48697737_48726210	chr2	48697737	48726210			20	
chr2_48726210_48784135	chr2	48726210	48784135			20	
chr2_48784135_48887713	chr2	48784135	48887713			20	
chr2_48887713_48930743	chr2	48887713	48930743			20	
chr2_48930743_49014593	chr2	48930743	49014593			20	
chr2_49014593_49066092	chr2	49014593	49066092			20	
chr2_49066092_49241275	chr2	49066092	49241275			20	
chr2_49241275_49331552	chr2	49241275	49331552			20	
chr2_49331552_49341877	chr2	49331552	49341877			20	
chr2_49341877_49472061	chr2	49341877	49472061			20	
chr2_49472061_49527137	chr2	49472061	49527137			20	
chr2_49527137_49621150	chr2	49527137	49621150			20	
chr2_49621150_49679816	chr2	49621150	49679816			20	
chr2_49679816_49757125	chr2	49679816	49757125			20	
chr2_49757125_49795650	chr2	49757125	49795650			20	
chr2_49795650_49833853	chr2	49795650	49833853			20	
chr2_49833853_49969937	chr2	49833853	49969937			20	
chr2_49969937_50016641	chr2	49969937	50016641			20	
chr2_50016641_50041573	chr2	50016641	50041573			20	
chr2_50041573_50159489	chr2	50041573	50159489			20	
chr2_50159489_50272818	chr2	50159489	50272818			20	
chr2_50272818_50308340	chr2	50272818	50308340			20	
chr2_50308340_50460740	chr2	50308340	50460740			20	
chr2_50460740_50531519	chr2	50460740	50531519			20	
chr2_50531519_50590065	chr2	50531519	50590065			20	
chr2_50590065_50602432	chr2	50590065	50602432			20	
chr2_50602432_50656162	chr2	50602432	50656162			20	
chr2_50656162_50710995	chr2	50656162	50710995			20	
chr2_50710995_50900396	chr2	50710995	50900396			20	
chr2_50900396_51080452	chr2	50900396	51080452			20	
chr2_51080452_51273536	chr2	51080452	51273536			20	
chr2_51273536_51323462	chr2	51273536	51323462			20	
chr2_51323462_51441004	chr2	51323462	51441004			20	
chr2_51441004_51474469	chr2	51441004	51474469			20	
chr2_51474469_51533544	chr2	51474469	51533544			20	
chr2_51533544_51576104	chr2	51533544	51576104			20	
chr2_51576104_51713580	chr2	51576104	51713580			20	
chr2_51713580_51805635	chr2	51713580	51805635			20	
chr2_51805635_51832987	chr2	51805635	51832987			20	
chr2_51832987_51857178	chr2	51832987	51857178			20	
chr2_51857178_51995257	chr2	51857178	51995257			20	
chr2_51995257_52105108	chr2	51995257	52105108			20	
chr2_52105108_52162486	chr2	52105108	52162486			20	
chr2_52162486_52265111	chr2	52162486	52265111			20	
chr2_52265111_52310614	chr2	52265111	52310614			20	
chr2_52310614_52427524	chr2	52310614	52427524			20	
chr2_52427524_52471802	chr2	52427524	52471802			20	
chr2_52471802_52507929	chr2	52471802	52507929			20	
chr2_52507929_52626415	chr2	52507929	52626415			20	
chr2_52626415_52711838	chr2	52626415	52711838			20	
chr2_52711838_52731390	chr2	52711838	52731390			20	
chr2_52731390_52802327	chr2	52731390	52802327			20	
chr2_52802327_52961845	chr2	52802327	52961845			20	
chr2_52961845_53063633	chr2	52961845	53063633			20	
chr2_53063633_53128489	chr2	53063633	53128489			20	
chr2_53128489_53183647	chr2	53128489	53183647			20	
chr2_53183647_53280756	chr2	53183647	53280756			20	
chr2_53280756_53316481	chr2	53280756	53316481			20	
chr2_53316481_53409011	chr2	53316481	53409011			20	
chr2_53409011_53452254	chr2	53409011	53452254			20	
chr2_53452254_53484559	chr2	53452254	53484559			20	
chr2_53484559_53550919	chr2	53484559	53550919			20	
chr2_53550919_53613928	chr2	53550919	53613928			20	
chr2_53613928_53624027	chr2	53613928	53624027			20	
chr2_53624027_53634289	chr2	53624027	53634289			20	
chr2_53634289_53695806	chr2	53634289	53695806			20	
chr2_53695806_53842810	chr2	53695806	53842810			20	
chr2_53842810_54187425	chr2	53842810	54187425			20	
chr2_54187425_54279093	chr2	54187425	54279093			20	
chr2_54279093_54389309	chr2	54279093	54389309			20	
chr2_54389309_54417201	chr2	54389309	54417201			20	
chr2_54417201_54457261	chr2	54417201	54457261			20	
chr2_54457261_54678657	chr2	54457261	54678657			20	
chr2_54678657_54744248	chr2	54678657	54744248			20	
chr2_54744248_54794621	chr2	54744248	54794621			20	
chr2_54794621_54842571	chr2	54794621	54842571			20	
chr2_54842571_54866647	chr2	54842571	54866647			20	
chr2_54866647_54917317	chr2	54866647	54917317			20	
chr2_54917317_54954245	chr2	54917317	54954245			20	
chr2_54954245_55091867	chr2	54954245	55091867			20	
chr2_55091867_55149473	chr2	55091867	55149473			20	
chr2_55149473_55224497	chr2	55149473	55224497			20	
chr2_55224497_55281290	chr2	55224497	55281290			20	
chr2_55281290_55437226	chr2	55281290	55437226			20	
chr2_55437226_55485810	chr2	55437226	55485810			20	
chr2_55485810_55717222	chr2	55485810	55717222			20	
chr2_55717222_55759301	chr2	55717222	55759301			20	
chr2_55759301_55783120	chr2	55759301	55783120			20	
chr2_55783120_55887947	chr2	55783120	55887947			20	
chr2_55887947_55934403	chr2	55887947	55934403			20	
chr2_55934403_55974981	chr2	55934403	55974981			20	
chr2_55974981_56038654	chr2	55974981	56038654			20	
chr2_56038654_56168256	chr2	56038654	56168256			20	
chr2_56168256_56275768	chr2	56168256	56275768			20	
chr2_56275768_56344788	chr2	56275768	56344788			20	
chr2_56344788_56374526	chr2	56344788	56374526			20	
chr2_56374526_56527344	chr2	56374526	56527344			20	
chr2_56527344_56645321	chr2	56527344	56645321			20	
chr2_56645321_56831136	chr2	56645321	56831136			20	
chr2_56831136_56886822	chr2	56831136	56886822			20	
chr2_56886822_57105538	chr2	56886822	57105538			20	
chr2_57105538_57201900	chr2	57105538	57201900			20	
chr2_57201900_57369555	chr2	57201900	57369555			20	
chr2_57369555_57482221	chr2	57369555	57482221			20	
chr2_57482221_57531538	chr2	57482221	57531538			20	
chr2_57531538_57636826	chr2	57531538	57636826			20	
chr2_57636826_57682663	chr2	57636826	57682663			20	
chr2_57682663_57714281	chr2	57682663	57714281			20	
chr2_57714281_58071615	chr2	57714281	58071615			20	
chr2_58071615_58260885	chr2	58071615	58260885			20	
chr2_58260885_58279306	chr2	58260885	58279306			20	
chr2_58279306_58331120	chr2	58279306	58331120			20	
chr2_58331120_58449237	chr2	58331120	58449237			20	
chr2_58449237_58592474	chr2	58449237	58592474			20	
chr2_58592474_58619554	chr2	58592474	58619554			20	
chr2_58619554_58738578	chr2	58619554	58738578			20	
chr2_58738578_58812863	chr2	58738578	58812863			20	
chr2_58812863_58868665	chr2	58812863	58868665			20	
chr2_58868665_58923484	chr2	58868665	58923484			20	
chr2_58923484_58972712	chr2	58923484	58972712			20	
chr2_58972712_58998664	chr2	58972712	58998664			20	
chr2_58998664_59033269	chr2	58998664	59033269			20	
chr2_59033269_59046446	chr2	59033269	59046446			20	
chr2_59046446_59111976	chr2	59046446	59111976			20	
chr2_59111976_59167863	chr2	59111976	59167863			20	
chr2_59167863_59239756	chr2	59167863	59239756			20	
chr2_59239756_59378441	chr2	59239756	59378441			20	
chr2_59378441_59517631	chr2	59378441	59517631			20	
chr2_59517631_59565171	chr2	59517631	59565171			20	
chr2_59565171_59584749	chr2	59565171	59584749			20	
chr2_59584749_59720152	chr2	59584749	59720152			20	
chr2_59720152_59758931	chr2	59720152	59758931			20	
chr2_59758931_59767218	chr2	59758931	59767218			20	
chr2_59767218_59829489	chr2	59767218	59829489			20	
chr2_59829489_59876336	chr2	59829489	59876336			20	
chr2_59876336_59885607	chr2	59876336	59885607			20	
chr2_59885607_60054923	chr2	59885607	60054923			20	
chr2_60054923_60064069	chr2	60054923	60064069			20	
chr2_60064069_60104021	chr2	60064069	60104021			20	
chr2_60104021_60177389	chr2	60104021	60177389			20	
chr2_60177389_60302524	chr2	60177389	60302524			20	
chr2_60302524_60311592	chr2	60302524	60311592			20	
chr2_60311592_60359658	chr2	60311592	60359658			20	
chr2_60359658_60374241	chr2	60359658	60374241			20	
chr2_60374241_60475631	chr2	60374241	60475631			20	
chr2_60475631_60500494	chr2	60475631	60500494			20	
chr2_60500494_60556437	chr2	60500494	60556437			20	
chr2_60556437_60607378	chr2	60556437	60607378			20	
chr2_60607378_60687594	chr2	60607378	60687594			20	
chr2_60687594_60808888	chr2	60687594	60808888			20	
chr2_60808888_60840302	chr2	60808888	60840302			20	
chr2_60840302_60948938	chr2	60840302	60948938			20	
chr2_60948938_60996531	chr2	60948938	60996531			20	
chr2_60996531_61098164	chr2	60996531	61098164			20	
chr2_61098164_61612883	chr2	61098164	61612883			20	
chr2_61612883_61652397	chr2	61612883	61652397			20	
chr2_61652397_61662211	chr2	61652397	61662211			20	
chr2_61662211_61796438	chr2	61662211	61796438			20	
chr2_61796438_61815117	chr2	61796438	61815117			20	
chr2_61815117_61892422	chr2	61815117	61892422			20	
chr2_61892422_62202375	chr2	61892422	62202375			20	
chr2_62202375_62237815	chr2	62202375	62237815			20	
chr2_62237815_62258713	chr2	62237815	62258713			20	
chr2_62258713_62276468	chr2	62258713	62276468			20	
chr2_62276468_62364985	chr2	62276468	62364985			20	
chr2_62364985_62411704	chr2	62364985	62411704			20	
chr2_62411704_62425585	chr2	62411704	62425585			20	
chr2_62425585_62453018	chr2	62425585	62453018			20	
chr2_62453018_62477533	chr2	62453018	62477533			20	
chr2_62477533_62496967	chr2	62477533	62496967			20	
chr2_62496967_62525786	chr2	62496967	62525786			20	
chr2_62525786_62569784	chr2	62525786	62569784			20	
chr2_62569784_62665306	chr2	62569784	62665306			20	
chr2_62665306_63057778	chr2	62665306	63057778			20	
chr2_63057778_63126440	chr2	63057778	63126440			20	
chr2_63126440_63399421	chr2	63126440	63399421			20	
chr2_63399421_63681998	chr2	63399421	63681998			20	
chr2_63681998_63837804	chr2	63681998	63837804			20	
chr2_63837804_64072559	chr2	63837804	64072559			20	
chr2_64072559_64144163	chr2	64072559	64144163			20	
chr2_64144163_64196069	chr2	64144163	64196069			20	
chr2_64196069_64276761	chr2	64196069	64276761			20	
chr2_64276761_64328076	chr2	64276761	64328076			20	
chr2_64328076_64399761	chr2	64328076	64399761			20	
chr2_64399761_64416737	chr2	64399761	64416737			20	
chr2_64416737_64473337	chr2	64416737	64473337			20	
